선정 여부,주차,신청 번호,신청 일자,시작 일자,브랜드,,타이틀,프로모션 내용,URL,이미지,비고,팀명
광고진행,8,577135,2026-02-18 2:00:00,2026-02-18 9:00:00,outstanding,아웃스탠딩 X 멋랩 신상품 발매(재킷4 SKU),아웃스탠딩 X 멋랩 컬래버레이션 신상품 발매,단독 발매 / 10% 할인,https://www.musinsa.com/content/1468869660469878167,,,무신사남성패션
,8,569324,2026-02-18 9:00:00,2026-02-17 15:00:00,leathery,레더리 X 아네딘 콜라보 발매,레더리 X 아네딘 콜라보 선발매,"인플루언서 콜라보 상품 무신사 선발매(최초 공개)/ 최대 20% 쿠폰 / 사은품 450명 증정/ 인플루언서 추가 시딩/ 마케팅, 광고 집행",,,,여성패션
광고진행,8,581228,2026-02-18 10:00:00,2026-02-18 10:00:00,minav,미나브X패션플래닛 콜라보 발매,미나브X패션플래닛 콜라보 발매,미나브X패션플래닛 콜라보 발매,https://www.musinsa.com/content/1466316727745879781,https://image.msscdn.net/cms/v2/content/file_1770945989268_28972699_l18gn6.jpg,,무신사남성패션
,8,577192,2026-02-19 1:00:00,2026-02-19 1:00:00,mizuno,미즈노 프로페시 목 신규 런칭,미즈노 웨이브 프로페시 목 블랙 발매,프로모션 미진행,,,,무신사풋웨어
광고진행,8,574764,2026-02-19 2:00:00,2026-02-19 2:00:00,ateez,[무신사 드롭] 에이티즈 신보,에이티즈 신보,에이티즈 신보 발매,https://www.musinsa.com/content/추후기재,,,트렌드상품 & IP 기획
광고진행,8,570063,2026-02-19 5:00:00,2026-02-19 5:00:00,nautica,"노티카 X 오키로만 이세한, 박찬 PICK인플루언서 협업 이슈)","노티카 X 오키로만 이세한, 박찬 PICK","노티드 X 오키로만 이세한, 박찬 PICK 26 S/S 신상 발매 10% 할인",https://www.musinsa.com/content/1465295327879464956,,,무신사남성패션
광고진행,8,568161,2026-02-20 1:00:00,2026-02-19 15:00:00,thisisneverthat,디스이즈네버댓 X GORE TEX,디스이즈네버댓 X GORE TEX,컬래버레이션,스페셜구좌 - 컨텐츠 랜딩,,스페셜구좌 선정건,무신사유니섹스패션
,8,576441,2026-02-20 2:00:00,2026-02-20 2:00:00,adidas,아디다스 아우디 F1 컬렉션,아디다스 아우디 레볼루트 F1 컬렉션,아우디 레볼루트 F1 컬렉션 단독 발매,https://www.musinsa.com/content/1471723627987071758,https://image.msscdn.net/cms/v2/content/file_1771043690385_152086299_3z9v1w.jpg,상품 미등록 상태로 스타일넘버 기재 추후 생성 이후 업데이트 예정,무신사풋웨어
,8,569524,2026-02-21 2:00:00,2026-02-20 15:00:00,champion,[스페셜] 챔피온 x 언더커버,[스페셜] 챔피온 x 언더커버,한정발매,[스페셜] 챔피온 x 언더커버,,,무신사유니섹스패션
,8,576808,2026-02-22 15:00:00,2026-02-22 15:00:00,valluv,김고은 X 벨류엣 PICK 단독 할인 ,김고은 X 벨류엣 PICK ,(솔로지옥) 김고은 X 벨류엣 PICK 단독 할인,https://www.musinsa.com/content/1468833644642272016,https://image.msscdn.net/cms/v2/content/cms_b3c5b1e5-67aa-4.jpg,,무신사잡화
,8,577843,2026-02-22 15:00:00,2026-02-22 15:00:00,rolarola,로라로라 26SP 1차 X 인플루언서 PICK,로라로라 26SP X 인플루언서 PICK,로라로라 26SP X 인플루언서 PICK,https://www.musinsa.com/content/1469203804156582440,https://image.msscdn.net/cms/v2/content/cms_442e8fe3-3b6c-4.jpg,,여성패션
광고진행,9,577906,2026-02-23 1:00:00,2026-02-23 1:00:00,asus,"ASUS, 전설이 되는 순간","ASUS, 전설이 되는 순간",ASUS 한정판 그래픽카드 무신사 단독 발매,https://www.musinsa.com/content/1469239794904587480,https://image.msscdn.net/cms/v2/content/cms_8bd2b082-57a6-4.jpg,,라이프
광고진행,9,581825,2026-02-23 1:00:00,2026-02-23 1:00:00,rolarola,로라로라 26SP 2차 발매,로라로라 26SP 2차 발매,"로라로라 X 나와야시 PICK, 26SP 2차 발매",https://www.musinsa.com/content/1469203804156582440,https://image.msscdn.net/cms/v2/content/cms_442e8fe3-3b6c-4.jpg,,여성패션
광고진행(CRM),9,565235,2026-02-23 2:00:00,2026-02-22 15:00:00,taylorscents,테일러센츠 X 모남희 컬래버,테일러센츠 X 모남희 컬래버,무신사 단독 판매,https://www.musinsa.com/content/1458347934293097055,,,뷰티2
,9,565284,2026-02-23 2:00:00,2026-02-22 15:00:00,taylorscents,테일러센츠X모남희 컬래버,테일러센츠X모남희 컬래버,테일러센츠X모남희 컬래버,https://www.musinsa.com/content/1458347934293097055,,에디션A (촬영형),뷰티2
,9,565944,2026-02-23 2:00:00,2026-02-22 15:00:00,puma,푸마 스프린트 SMU 및 단독 상품 발매,푸마 스프린트 무신사 에디션,푸마 메모리아 무신사 에디션,,,,무신사풋웨어
,9,569397,2026-02-23 2:00:00,2026-02-22 15:00:00,prospecs,프로-스펙스 KBO X MU:DS X 집현전 까치 호랑이 컬렉션 4차발매,프로-스펙스 KBO X MU:DS X 집현전 까치 호랑이 컬렉션 4차발매,프로-스펙스 KBO X MU:DS X 집현전	 까치 호랑이 컬렉션,생성예정,,스페셜,무신사풋웨어
광고진행,9,570075,2026-02-23 2:00:00,2026-02-23 2:00:00,plac,플랙 x 시오타 프리미엄 데님 한정 발매,플랙 x 시오타 프리미엄 데님 한정 발매,플랙 x 시오타 프리미엄 데님 한정 발매,https://www.musinsa.com/content/1465296683133934820,,,무신사남성패션
,9,570607,2026-02-23 2:00:00,2026-02-23 2:00:00,thenorthface,노스페이스 메가쇼케이스,노스페이스 최대 혜택과 함께 새로운 시작,최대 혜택 + 증정 이벤트 + 무료 반품까지,https://www.musinsa.com/campaign/thenorthface_2602,https://image.msscdn.net/campaign_service/images/cpcms/2026/95197bfb3b2d4333a3e9305181d5fc68.jpg,,아웃도어
광고진행,9,576577,2026-02-23 2:00:00,2026-02-23 2:00:00,moif,모이프 X 미키 마우스 컬래버레이션,모이프 X 미키 마우스 컬래버레이션,모이프 X 미키 마우스 컬래버레이션,https://www.musinsa.com/content/1468783681883311411,https://image.msscdn.net/cms/v2/content/cms_fa4d3e7e-f9a9-4.jpg,랜딩 링크 > 화제성 컨텐츠 수정 필요,무신사유니섹스패션
,9,576593,2026-02-23 2:00:00,2026-02-23 2:00:00,브랜드ID,SOHC 무신사 입점,SOHC 무신사 입점,SOHC 무신사 입점,https://www.musinsa.com/main/musinsa/recommend,,,아웃도어
,9,577214,2026-02-23 2:00:00,2026-02-23 2:00:00,vans,반스 하프캡 단독발매,반스 하프캡,프로모션 미진행,https://www.musinsa.com/content/1470690928914150138,https://image.msscdn.net/cms/v2/content/file_1771818904673_90975299_uv3508.jpg,랜딩링크와 uid 추후 업데이트 예정 (현재 기재한 링크와 uid는 임시),무신사풋웨어
광고진행,9,580345,2026-02-23 2:00:00,2026-02-23 2:00:00,brandactivation,2월 월간입점회,2월 월간 입점회,"단 일주일, 월간 입점회 최대 30% 쿠폰 + 추가 할인\n자주, SOHC, 오헤브, 더라이, 에핑글러 외 신규 브랜드 입점회",https://www.musinsa.com/campaign/brandshowcase_2602,https://image.msscdn.net/campaign_service/images/cpcms/2026/21a5aff420ba4fa388c6854a1ffa5f9d.jpg,2월 월간 입점회,브랜드액티베이션
광고진행,9,580804,2026-02-23 2:00:00,2026-02-23 2:00:00,playercategorymkt,[노스페이스 메가쇼케이스] 온사이트 구좌 신청,최대 혜택으로 만나는 노스페이스,"오직 무신사에서 노스페이스 백팩, 아우터 한정 발매 / 15만원 이상 구매 시, 선착순 키링 증정",https://www.musinsa.com/campaign/thenorthface_2602,https://image.msscdn.net/campaign_service/images/cpcms/2026/95197bfb3b2d4333a3e9305181d5fc68.jpg,,스포츠카테고리마케팅
광고진행,9,569196,2026-02-23 3:00:00,2026-02-22 15:00:00,kiwoomheroes,[무신사 드롭] 키움히어로즈 SMU 발매,무신사 X 키움히어로즈,SMU 발매,추후 기재,,,버티컬스포츠
광고진행,9,581469,2026-02-23 3:00:00,2026-02-23 3:00:00,partimentowomen,파르티멘토 우먼 26 클래식 발매,파르티멘토 우먼 26 클래식 발매,*무신사 단독 최대 10% 할인 ,https://www.musinsa.com/content/1463470199252157037,https://image.msscdn.net/cms/v2/content/file_1770856765649_251720100_9nl8dr.jpg,,여성패션
,9,577355,2026-02-23 10:00:00,2026-02-23 10:00:00,lmr65,엘엠알 26 SS with 지꾸,엘엠알 26 SS with 지꾸,"신상 최대 30%,10% 쿠폰",,,추후 화제성 경로 랜딩 예정입니다,여성패션
광고진행(CRM),9,568211,2026-02-24 1:00:00,2026-02-23 15:00:00,dashu,다슈 데일리 볼륨핏 스타일러  X 변우석,다슈 데일리 볼륨핏 스타일러  X 변우석,다슈 데일리 볼륨핏 스타일러 선론칭 (무선고데기),,,,뷰티2
,9,569104,2026-02-24 2:00:00,2026-02-23 15:00:00,mahagrid,마하그리드 X 소프트썸네일,마하그리드 X 소프트썸네일,20% 할인,,,,무신사유니섹스패션
광고진행(CRM),9,571211,2026-02-24 2:00:00,2026-02-24 2:00:00,tiptoe,팁토우 위시 글레이즈 단독 판매,팁토우 위시 글레이즈 단독 발매,팁토우 위시 글레이즈 단독 발매,https://www.musinsa.com/content/1465650159131789786,,,뷰티2
,9,568685,2026-02-24 8:00:00,2026-02-23 15:00:00,scallywag,스켈리웩x유소정 룩북 협업,스켈리웩x유소정 룩북 협업,유소정 PICK 아이템을 룩북 화보로 풀어낸 컬렉션입니다 / 단독발매 단독 최대 00% 할인,,,,무신사유니섹스패션
광고진행,9,568296,2026-02-25 2:00:00,2026-02-24 15:00:00,oddtype,오드타입 NEW 코어 립밤 1SKU 단독 선 론칭,오드타입 NEW 코어 립밤 단독 선 론칭,오드타입 NEW 코어 립밤 단독 선 론칭 + 무배당발로 만나보세,https://www.musinsa.com/content/1462035988457682144,https://image.msscdn.net/cms/v2/content/file_1771810779458_1582631200_fjn1a4.jpg,,뷰티2
,9,569479,2026-02-25 2:00:00,2026-02-24 15:00:00,sappun,사뿐 무신사 단독 스니커즈 출시,사뿐 무신사 단독 스니커즈 출시,26 봄 신상 스니커즈 출시,미정,,,무신사잡화
,9,575063,2026-02-25 2:00:00,2026-02-25 2:00:00,musinsabeauty2,플라워노즈 그랜드 론칭,플라워노즈 그랜드 론칭, ,https://www.musinsa.com/content/1473912072494903906,https://image.msscdn.net/cms/v2/content/file_1771918521067_11689899_i4y1r4.jpg,,뷰티2
광고진행,9,575538,2026-02-25 2:00:00,2026-02-25 2:00:00,cclimebeauty,끌리메 뷰티 뷰티 스페이스1 팝업,뷰티 스페이스1 팝업 ,신규입점 + 뷰티 스페이스1 팝업 진행,https://www.musinsa.com/content/1462958773300329808,,,뷰티2
차주 광고진행,9,569934,2026-02-25 10:00:00,2026-02-25 10:00:00,doffjason,도프제이슨 데일리룸 브랜디드 컨텐츠,데일리룸과 함께 준비하는 봄 신상 레더 자켓,20% 할인 + 10% 쿠폰,https://www.musinsa.com/content/1475386392748487340,https://image.msscdn.net/cms/v2/content/file_1771830452774_538304000_z4tmef.jpg,,무신사남성패션
차주 광고진행,9,564371,2026-02-26 2:00:00,2026-02-25 15:00:00,vans,반스 아카이브 컬렉션 단독 발매,반스 아카이브 컬렉션 단독 발매,무신사 단독 발매,추후기재,,,무신사풋웨어
광고진행,9,574560,2026-02-26 2:00:00,2026-03-12 2:00:00,브랜드ID,[무신사드롭] YEEZY,[무신사드롭] YEEZY,YEEZY 무신사드롭 발매,https://drive.google.com/drive/folders/1mzQTr8lnTdPXAC5Eh_1bsj5o0DVK8MWL?usp=drive_link,,,트렌드상품 & IP 기획
광고진행,9,576836,2026-02-26 2:00:00,2026-02-26 2:00:00,snowpeakapparel,스노우피크 어패럴 ,스노우피크 어패럴 26 SS 2차 릴리즈 WITH 뷔,스노우피크 어패럴 26 SS 2차 발매 WITH 뷔,https://www.musinsa.com/brand/snowpeakapparel,,기획전 생성 전으로 랜딩 URL 교체 예정,아웃도어
광고진행,9,577071,2026-02-26 2:00:00,2026-02-26 2:00:00,rawrow,로우로우x스테이플 콜라보,로우로우x스테이플 콜라보,로우로우x스테이플 콜라보레이션 단독 발매 (유튜버 야먀 브랜디드 ppl),https://www.musinsa.com/content/1465960670532048428,https://image.msscdn.net/cms/v2/content/cms_7eb5eca7-6a4c-4.jpg,,무신사잡화
,9,577091,2026-02-26 2:00:00,2026-02-26 2:00:00,parity,패리티X유림 럭색 피코 단독 발매,패리티X유림 럭색 피코 발매,패리티X유림 럭색 피코 단독 발매,https://www.musinsa.com/content/1468894017206751240,https://image.msscdn.net/cms/v2/content/cms_dbf3ec4a-630e-4.jpg,,무신사잡화
,9,577396,2026-02-26 2:00:00,2026-02-26 2:00:00,heeari,히어리 x 조수잔 스폐셜 이슈,히어리 조수잔 PICK ,신상 선발매 & 단독할인,https://www.musinsa.com/content/1469154391379923532,https://image.msscdn.net/cms/v2/content/cms_18797d40-ea59-4.jpg,링크 수정 예정 (매거진 링크),무신사잡화
광고진행,9,577933,2026-02-26 2:00:00,2026-02-26 2:00:00,uniformbridge,유니폼브릿지 26 S/S 신상품 발매 WITH 홍광현,유니폼브릿지x홍광현 26 S/S 신상품,유니폼브릿지 26 S/S 신상품 발매 WITH 홍광현,https://www.musinsa.com/content/1469256515967244492,,,무신사남성패션
,9,578331,2026-02-26 2:00:00,2026-02-26 2:00:00,tuomio,규린 PICK 뚜오미오 신상 발매,규린 PICK 뚜오미오 신상 발매,신상 선발매 10%+15%쿠폰,https://www.musinsa.com/brand/tuomio/products?gf=A&sortCode=NEW,,,여성패션
광고진행,9,579846,2026-02-26 2:00:00,2026-02-26 2:00:00,acccategorymkt,잡화 페스티벌,잡화 페스티벌 최대 80% 할인 ,최대 80% 할인 + 최대 30% 쿠폰 + 최대 20% 장바구니 더블 할인,https://www.musinsa.com/campaign/accbigsale202602,https://image.msscdn.net/campaign_service/images/cpcms/2026/71e163e5891140d7839e712bab32c22a.jpg,,패션 & 뷰티카테고리마케팅
광고진행,9,580179,2026-02-26 2:00:00,2026-02-26 2:00:00,vans,반스 아카이브 컬렉션 한정발매,반스 아카이브 컬렉션 ,프로모션 미진행,https://www.musinsa.com/content/1475361660766515475,https://image.msscdn.net/cms/v2/content/file_1772006183604_13320400_iwobs9.jpg,,무신사풋웨어
광고진행,9,566377,2026-02-26 3:00:00,2026-02-25 15:00:00,rockfish,(DROP)락피쉬_아일릿,(DROP)락피쉬_아일릿,무신사드롭_락피쉬*아일릿 협업 발매건,기재예정,,아일릿 초상 활용 에셋,트렌드상품 & IP 기획
광고진행,9,577775,2026-02-26 11:00:00,2026-02-26 11:00:00,youhee,유희 26 스프링 환승연애(민경),유희 X 민경 26스프링 컬렉션,최ㅐ대 00%,https://www.musinsa.com/content/1469225332898254903,https://image.msscdn.net/cms/v2/content/cms_e773ec6d-2285-4.jpg,,여성패션
,9,570715,2026-02-26 12:10:00,2026-02-26 12:10:00,kaneitei,카네이테이 26 SS 2차 단독 선발매 | 오정규 브랜디드,오정규 추천 카네이테이 26 SS,오정규 특별 쿠폰,https://www.musinsa.com/content/1465612056509777030,,,여성패션
,9,577512,2026-02-27 2:00:00,2026-02-27 2:00:00,v2,브이투 x 미키마우스 협업 컬렉션 단독 발매,브이투 x 미키마우 협업 컬렉션 단독 발매,브이투 x 미키마우스 협업 컬렉션 단독 발매 / 에디션,https://www.musinsa.com/brand/v2?gf=A,,,무신사유니섹스패션
광고진행,9,580009,2026-02-27 2:00:00,2026-02-27 2:00:00,lowclassic,로우클래식 CORE 컬렉션 선발매,로우클래식 CORE 컬렉션,무신사 선발매,https://www.musinsa.com/content/1476087270258242764,https://image.msscdn.net/cms/v2/content/file_1772097208555_99778399_j6cw26.jpg,"쇼케 링크로 교체 예정, UID 등록중 - 교체 예정",여성패션
광고진행,9,571334,2026-02-27 3:00:00,2026-02-27 3:00:00,blackcombat,"무신사드롭, 블랙컴뱃 티켓&SMU 발매",블랙컴뱃 BLACK CUP,"무신사드롭, 단독 발매",https://www.musinsa.com/content/1448954321085755227,https://image.msscdn.net/cms/v2/content/file_1766049863716_9887299_rzfzxn.jpg,,트렌드상품 & IP 기획
광고진행,9,579882,2026-02-27 5:00:00,2026-02-27 5:00:00,ygplus,[무신사 드롭] 블랙핑크 DEADLINE 신보 팝업스토어,[무신사 드롭] 블랙핑크 DEADLINE 신보 팝업스토어,[무신사 드롭] 블랙핑크 DEADLINE 신보 팝업스토어,https://www.musinsa.com/content/추후기재,,,트렌드상품 & IP 기획
,9,569311,2026-02-27 15:00:00,2026-02-27 15:00:00,ygplus,[무신사 드롭] 블랙핑크 DEADLINE 신보 팝업스토어,블랙핑크 DEADLINE 신보,블랙핑크 DEADLINE 신보,추후 기재,,,트렌드상품 & IP 기획
광고진행,9,582826,2026-02-28 15:00:00,2026-02-28 15:00:00,musinsacampaign,3월 멤버스데이,3월 멤버스데이,매월 1~3일은 무신사 멤버스데이 최대 30% 쿠폰 + 최대 5만원 적립금 + 최대 1만원 결제혜택,https://www.musinsa.com/campaign/membersday_2603,https://image.msscdn.net/campaign_service/images/cpcms/2026/83071fcd7c9a4707881d9435f9ba48e1.jpg,,전사캠페인
광고진행,10,576717,2026-03-02 2:00:00,2026-03-02 2:00:00,isoi,아이소이 × 베티붑 무신사 단독 선론칭,아이소이 × 베티붑  베티레드 선론칭,아이소이 × 베티붑 무신사 단독 선론칭,https://www.musinsa.com/content/1475334195505084978,https://image.msscdn.net/cms/v2/content/file_1772168026846_53480199_53q67n.jpg,,뷰티바잉
광고진행,10,577269,2026-03-02 2:00:00,2026-03-02 2:00:00,keen,킨 KOSA 메리제인 발매 스페셜,킨 KOSA 메리제인 발매,킨 KOSA 메리제인 무신사 한정 발매,https://www.musinsa.com/brand/keen?gf=A,,랜딩URL 추후 스페셜 URL로 교체 요청,무신사풋웨어
광고진행,10,577281,2026-03-02 2:00:00,2026-03-02 2:00:00,oofos,우포스 플러스라인 무신사 단독 선발매,우포스 플러스 라인 단독 선런칭,우포스 플러스 라인 단독 선런칭,https://www.musinsa.com/brand/oofos?gf=A,,"UID 교체 예정(상품 등록중)
랜딩 URL 추후 스페셜 URL로 교체 요청",무신사풋웨어
광고진행,10,584467,2026-03-02 11:00:00,2026-03-02 11:00:00,hooves,후브스 X 데일리룸 콜라보 발매,후브스 X 패션플래닛 콜라보 발매,무신사 단독 최대 40% 할인,https://www.musinsa.com/content/1471006206290115185,https://image.msscdn.net/cms/v2/content/file_1771467245598_71398400_3m4ipe.jpg,,무신사남성패션
광고진행,10,568890,2026-03-03 1:00:00,2026-03-02 15:00:00,dickies,[무신사드롭] 장석종 x 디키즈,[무신사드롭] 장석종 x 디키즈,장석종 x 디키즈 협업 발매,추후 기재,,,트렌드상품 & IP 기획
광고진행,10,565910,2026-03-03 2:00:00,2026-03-02 15:00:00,puma,푸마 X 무신사 코레이블 의류 SMU 및 슬립캣 SMU 발매,푸마 X 무신사 에디션,푸마 X 무신사 코레이블 의류 SMU 및 슬립캣 SMU 발매,,,,무신사풋웨어
광고진행,10,569847,2026-03-03 2:00:00,2026-03-03 2:00:00,tawntoe,토앤토 x 킨치,토앤토 x 킨치 콜라보레이션 ,"무신사 단독 발매, 5% 할인",https://www.musinsa.com/brand/tawntoe?gf=A,,추후 에디션 URL 기입 예정,무신사풋웨어
,10,573092,2026-03-03 2:00:00,2026-03-03 2:00:00,dickies,[무신사드롭] 디키즈 x 장석종,[무신사드롭] 디키즈 x 장석종,디키즈 x 장석종 무신사드롭 발매,https://drive.google.com/drive/folders/1quWEIUepbYi-N_23Ao78CTvZm74cu_d2?usp=drive_link,,,트렌드상품 & IP 기획
,10,573329,2026-03-03 2:00:00,2026-03-03 2:00:00,puma,무신사 x 푸마 무신사에디션,무신사 x 푸마 무신사에디션,"푸마 무신사 코레이블 협업 건, 레드벨벳 슬기 모델 화보",https://drive.google.com/drive/folders/1KR1iwR3rFxAuLq08nrUlwJIhsmfpc5A6,,,무신사풋웨어
광고진행,10,574952,2026-03-03 2:00:00,2026-03-03 2:00:00,discusathletic,디스커스 애슬레틱 X 디즈니,디스커스 애슬레틱 X 디즈니,X 디즈니 무신사 에디션 발매,https://www.musinsa.com/brand/discusathletic/products?gf=A,,,무신사유니섹스패션
광고진행,10,575089,2026-03-03 2:00:00,2026-03-03 2:00:00,lush,러쉬 무신사 전용 스티커 증정 + 샘플 증정,러쉬 무신사 단독 스티커 선물,러쉬 무신사 전용 스티커 굿즈 증정,https://www.musinsa.com/content/1465567118148869121,https://image.msscdn.net/cms/v2/content/file_1770875606383_185134100_60mn95.jpg,,뷰티바잉
,10,577423,2026-03-03 2:00:00,2026-03-03 2:00:00,hera,헤라 X 마크공 콜라보 기획전,헤라 X 마크공 콜라보 기획전,헤라 X 마크공 컬래버 기획전 (상세 내용 tbu),https://www.musinsa.com/content/1468116991856051152,https://image.msscdn.net/cms/v2/content/file_1772092365946_22286167100_xyz4vx.jpg,"마크공 에디션(쿠션케이스 2 SKU, 누드 글로스 2 SKU, 룩키트 세트 (2 SKU, 마크공 시그니처 백 포함)
실키스테이 컨실러(9 SKU)
[프로모션] 쿠션/파운데이션 구매 시, 데님 미러 키링 + 클렌징 듀오 증정",뷰티1
,10,586134,2026-03-03 2:00:00,2026-03-03 2:00:00,gilaarchive,길라아카이브 26 S/S 1차 컬렉션 with 키짱,길라아카이브 26 S/S 1차 컬렉션 with 키짱,10% 할인,,,,여성패션
광고진행,10,581817,2026-03-03 10:00:00,2026-03-03 10:00:00,anoblir,아노블리어X넬 콜라로 발매,아노블리어X넬 콜라로 단독 발매,아노블리어X넬 콜라로 단독 발매,https://www.musinsa.com/content/1475407061579807399,https://image.msscdn.net/cms/v2/content/file_1772160145604_13279599_avtvnb.jpg,,무신사남성패션
,10,568120,2026-03-04 2:00:00,2026-03-03 15:00:00,poloralphlauren,폴로 랄프 로렌 빅자켓 CYO 에디션A 신청,BIG JACKET BY MUSINSA,무신사 단독개발 빅자켓 출시,,,,무신사글로벌패션
광고진행,10,578188,2026-03-04 2:00:00,2026-03-04 2:00:00,poloralphlauren,폴로 랄프 로렌 CYO 빅 재킷 에디션A,빅 재킷 무신사 에디션 발매,폴로 랄프 로렌 빅 재킷 무신사 에디션 출시,,,,무신사글로벌패션
광고진행,10,579847,2026-03-04 2:00:00,2026-02-26 2:00:00,acccategorymkt,잡화 페스티벌,잡화 페스티벌,최대 80% 할인 + 최대 30% 쿠폰 + 최대 20% 장바구니 더블 할인,https://www.musinsa.com/campaign/accbigsale202602,https://image.msscdn.net/campaign_service/images/cpcms/2026/71e163e5891140d7839e712bab32c22a.jpg,,패션 & 뷰티카테고리마케팅
광고진행,10,585065,2026-03-04 2:00:00,2026-03-04 2:00:00,differshoe,디퍼슈 X 이시안 PICK 슈즈 출시,디퍼슈 X 이시안 PICK 부츠 출시,무신사 단독 발매,https://www.musinsa.com/content/1468116549448605683,https://image.msscdn.net/cms/v2/content/cms_0bfe4e87-e553-4.jpg,"화제성 선정시 화제성 링크로 연결되게 부탁드립니다. ( 추후 전달 예정 ) 
https://www.musinsa.com/content/1468116549448605683 ( 이건 MD 제작 일반 기획전 ) 링크입니다. ",무신사잡화
광고진행,10,577464,2026-03-04 3:00:00,2026-03-04 3:00:00,mlb,[무신사드롭] MLB 카리나 에디션 ,엠엘비 카리나 에디션 무신사 드롭,MLB 카리나 에디션 무신사 드롭 단독 선발매,,,,버티컬스포츠
광고진행,10,585631,2026-03-04 3:00:00,2026-03-04 3:00:00,matinkim,마뗑킴 26 SS 발매 with 아이브 리즈,마뗑킴 26 SS 발매 with 아이브 리즈,최대 30% 할인,https://www.musinsa.com/content/1475825489297883033,https://image.msscdn.net/cms/v2/content/cms_1abf0e50-57da-4.jpg,,여성패션
,10,578378,2026-03-05 1:00:00,2026-03-05 2:00:00,tuomio,뚜오미오X플러피시트러스,뚜오미오X플러피시트러스,콜라보 선발매 / 10%할인,https://www.musinsa.com/brand/tuomio/products?gf=A&sortCode=NEW,,"[브랜드 측 마케팅/콘텐츠 운영 계획]
(1) 인스타그램 티징
•2/27(금): 브랜드 채널 티징시작
•3/3(화): 공동 작업자(콜라보계정/파트너)와마지막 티징 업로드
(2) 인스타 매거진 채널 확산(3/3 업로드 콘텐츠 활용)
•온큐레이션/ 대페뉴 등인스타매거진 채널에 업로드 예정
(3) 인플루언서 협업(씨딩)
•협업 인플루언서: @kyurln (규린)
•유가 씨딩 진행 예정 (런칭 시점 전후 착용/노출 확산 목적)",여성패션
,10,577061,2026-03-05 2:00:00,2026-03-05 2:00:00,helinoxwear,헬리녹스 웨어 화제성,헬리녹스 웨어 26 SS 발매,헬리녹스 웨어 26SS 발매 10% 단독 할인,,,,아웃도어
광고진행,10,585591,2026-03-05 2:00:00,2026-03-05 2:00:00,foowearcategorymkt,[메가] 나이키 에어맥스 95 캠페인_앱푸시,나이키 브랜드숍 좋아요 누르고 특별 쿠폰 받기,<NIKE AIRMAX. 영향을 초월하다.>,https://www.musinsa.com/campaign/nikeairmax2026/0#likecoupon,https://image.msscdn.net/campaign_service/images/cpcms/2026/a9ad52207acb41eda0a8e5c60e8179e9.jpg,,스포츠카테고리마케팅
광고진행,10,587545,2026-03-05 8:00:00,2026-03-05 8:00:00,prospecs,프로-스펙스 2026 LG트윈스 어센틱 유니폼 신상발매,프로-스펙스 2026 LG트윈스 어센틱 유니폼 발매,프로-스펙스 2026 LG트윈스 어센틱 유니폼 신상발매,https://www.musinsa.com/content/,,,무신사풋웨어
,10,576631,2026-03-06 1:00:00,2026-03-06 1:00:00,thisisneverthat,디스이즈네버댓 X SNOOPY,디스이즈네버댓 X SNOOPY,디스이즈네버댓 X SNOOPY,https://www.musinsa.com/content/1468790787918632662,,,무신사유니섹스패션
,10,577380,2026-03-06 2:00:00,2026-03-06 2:00:00,sweetch,스위치 성수 플래그십 스토어 오픈,스위치 성수 플래그십 스토어 오픈,스위치 성수 플래그십 스토어 오픈,https://www.musinsa.com/brand/sweetch?gf=A,,,무신사잡화
광고진행,10,577970,2026-03-06 2:00:00,2026-03-06 2:00:00,converse,컨버스 X 헬로키티와 친구들,컨버스X헬로키티와 친구들 신상발매,컨버스X헬로키티와 친구들 신상발매,https://www.musinsa.com/content/,,"url/uid 생성예정
얼라인된 카피에서 의미가 조금이라도 달라지면 또 컨펌을 받아야 해서
그대로 사용 부탁드리며,
1줄짜리: 컨버스X헬로키티와 친구들
2줄로 나뉘는건: 컨버스 X 헬로키티와 친구들 / 일상에 더하는 작은 설렘",무신사풋웨어
,10,565963,2026-03-07 1:00:00,2026-03-06 15:00:00,timberland,팀버랜드ⅩMETAMOUNT 6인치 부츠 단독발매,팀버랜드ⅩMETAMOUNT 6인치 부츠 단독발매,별도 프로모션 없음,추후기재,,,무신사풋웨어
,10,577923,2026-03-07 1:00:00,2026-03-07 1:00:00,timberland,팀버랜드ⅩMetamount 6인치 부츠 단독발매 ,팀버랜드ⅩMetamount ,프로모션 미진행,https://www.musinsa.com/brand/timberland?gf=A,,랜딩링크와 uid 추후 업데이트 예정 (현재 기재한 링크와 uid는 임시),무신사풋웨어
,10,575647,2026-03-08 2:00:00,2026-03-08 2:00:00,fabregat,데일리룸과 함께한 파브레가 26SS,데일리룸과 함께한 파브레가 26SS,유투버 데일리룸이 리뷰 해주는 파브레가 26 SS,https://TBD,,,무신사남성패션
,10,577855,2026-03-08 15:00:00,2026-03-08 15:00:00,apparelarchive,어패럴아카이브 디렉터룩,어패럴아카이브 디렉터룩,%할인,https://www.musinsa.com/brand/apparelarchive/contents,,,여성패션
